Tout_C,Gs_Wm2,winner_all5,winner_H_only
46.78947368421053,863.1578947368422,Lime-stabilised bamboo panel,Clay-straw adobe
46.78947368421053,900.0,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,200.0,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,236.8421052631579,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,273.6842105263158,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,310.5263157894737,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,347.36842105263156,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,384.2105263157895,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,421.0526315789474,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,457.89473684210526,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,494.7368421052632,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,531.578947368421,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,568.421052631579,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,605.2631578947369,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,642.1052631578948,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,678.9473684210527,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,715.7894736842105,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,752.6315789473684,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,789.4736842105264,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,826.3157894736843,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,863.1578947368422,Lime-stabilised bamboo panel,Clay-straw adobe
48.0,900.0,Lime-stabilised bamboo panel,Clay-straw adobe
