-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 05/01/2025 through 06/30/2025 in LST
Location: Latitude  27.7033   Longitude 68.8589 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 62.79 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN
2025,6,11,10,793.28
2025,6,11,11,882.28
2025,6,11,12,936.85
2025,6,11,13,889.05
2025,6,11,14,794.33
2025,6,11,15,644.78
2025,6,11,16,455.5
2025,6,11,17,250.93
2025,6,11,18,82.35
2025,6,11,19,0.0
2025,6,11,20,0.0
2025,6,11,21,0.0
2025,6,11,22,0.0
2025,6,11,23,0.0
2025,6,12,0,0.0
2025,6,12,1,0.0
2025,6,12,2,0.0
2025,6,12,3,0.0
2025,6,12,4,0.0
2025,6,12,5,5.45
2025,6,12,6,87.68
2025,6,12,7,232.0
2025,6,12,8,435.55
2025,6,12,9,632.8
2025,6,12,10,801.75
2025,6,12,11,910.38
2025,6,12,12,976.4
2025,6,12,13,943.1
2025,6,12,14,843.15
2025,6,12,15,682.47
2025,6,12,16,480.55
2025,6,12,17,264.02
2025,6,12,18,95.5
2025,6,12,19,0.0
2025,6,12,20,0.0
2025,6,12,21,0.0
2025,6,12,22,0.0
2025,6,12,23,0.0
2025,6,13,0,0.0
2025,6,13,1,0.0
2025,6,13,2,0.0
2025,6,13,3,0.0
2025,6,13,4,0.0
2025,6,13,5,4.97
2025,6,13,6,83.7
2025,6,13,7,221.48
2025,6,13,8,422.48
2025,6,13,9,606.7
2025,6,13,10,787.25
2025,6,13,11,922.17
2025,6,13,12,945.53
2025,6,13,13,876.83
2025,6,13,14,761.78
2025,6,13,15,600.5
2025,6,13,16,410.65
2025,6,13,17,218.68
2025,6,13,18,74.78
2025,6,13,19,0.0
2025,6,13,20,0.0
2025,6,13,21,0.0
2025,6,13,22,0.0
2025,6,13,23,0.0
2025,6,14,0,0.0
2025,6,14,1,0.0
2025,6,14,2,0.0
2025,6,14,3,0.0
2025,6,14,4,0.0
2025,6,14,5,4.72
2025,6,14,6,79.43
2025,6,14,7,224.35
2025,6,14,8,425.1
2025,6,14,9,608.53
2025,6,14,10,753.83
2025,6,14,11,906.22
2025,6,14,12,833.15
2025,6,14,13,716.28
2025,6,14,14,697.3
2025,6,14,15,552.75
2025,6,14,16,343.05
2025,6,14,17,170.8
2025,6,14,18,57.72
2025,6,14,19,0.0
2025,6,14,20,0.0
2025,6,14,21,0.0
2025,6,14,22,0.0
2025,6,14,23,0.0
2025,6,15,0,0.0
2025,6,15,1,0.0
2025,6,15,2,0.0
2025,6,15,3,0.0
2025,6,15,4,0.0
2025,6,15,5,4.05
2025,6,15,6,63.25
2025,6,15,7,179.8
2025,6,15,8,327.85
2025,6,15,9,430.38
2025,6,15,10,629.12
2025,6,15,11,793.53
2025,6,15,12,832.9
2025,6,15,13,703.08
2025,6,15,14,710.67
2025,6,15,15,566.7
2025,6,15,16,363.33
2025,6,15,17,181.65
2025,6,15,18,64.07
2025,6,15,19,0.0
2025,6,15,20,0.0
2025,6,15,21,0.0
2025,6,15,22,0.0
2025,6,15,23,0.0
2025,6,16,0,0.0
2025,6,16,1,0.0
2025,6,16,2,0.0
2025,6,16,3,0.0
2025,6,16,4,0.0
2025,6,16,5,4.38
2025,6,16,6,74.1
2025,6,16,7,209.88
2025,6,16,8,393.15
2025,6,16,9,573.53
2025,6,16,10,710.72
2025,6,16,11,792.83
2025,6,16,12,831.17
2025,6,16,13,818.88
2025,6,16,14,728.6
2025,6,16,15,581.22
2025,6,16,16,384.9
2025,6,16,17,202.4
2025,6,16,18,63.83
2025,6,16,19,2.45
2025,6,16,20,0.0
2025,6,16,21,0.0
2025,6,16,22,0.0
2025,6,16,23,0.0
2025,6,17,0,0.0
2025,6,17,1,0.0
2025,6,17,2,0.0
2025,6,17,3,0.0
2025,6,17,4,0.0
2025,6,17,5,4.95
2025,6,17,6,81.03
2025,6,17,7,223.98
2025,6,17,8,382.23
2025,6,17,9,584.4
2025,6,17,10,731.0
2025,6,17,11,835.6
2025,6,17,12,745.58
2025,6,17,13,807.65
2025,6,17,14,706.65
2025,6,17,15,584.72
2025,6,17,16,394.5
2025,6,17,17,207.48
2025,6,17,18,66.07
2025,6,17,19,2.58
2025,6,17,20,0.0
2025,6,17,21,0.0
2025,6,17,22,0.0
2025,6,17,23,0.0
2025,6,18,0,0.0
2025,6,18,1,0.0
2025,6,18,2,0.0
2025,6,18,3,0.0
2025,6,18,4,0.0
2025,6,18,5,4.93
2025,6,18,6,83.85
2025,6,18,7,235.88
2025,6,18,8,429.52
2025,6,18,9,637.88
2025,6,18,10,790.08
2025,6,18,11,885.75
2025,6,18,12,929.92
2025,6,18,13,861.33
2025,6,18,14,793.85
2025,6,18,15,642.28
2025,6,18,16,449.65
2025,6,18,17,248.65
2025,6,18,18,80.35
2025,6,18,19,2.9
2025,6,18,20,0.0
2025,6,18,21,0.0
2025,6,18,22,0.0
2025,6,18,23,0.0
2025,6,19,0,0.0
2025,6,19,1,0.0
2025,6,19,2,0.0
2025,6,19,3,0.0
2025,6,19,4,0.0
2025,6,19,5,4.72
2025,6,19,6,83.75
2025,6,19,7,242.48
2025,6,19,8,432.33
2025,6,19,9,610.58
2025,6,19,10,757.0
2025,6,19,11,848.5
2025,6,19,12,887.53
2025,6,19,13,848.17
2025,6,19,14,746.7
2025,6,19,15,613.75
2025,6,19,16,427.23
2025,6,19,17,235.9
2025,6,19,18,65.78
2025,6,19,19,2.67
2025,6,19,20,0.0
2025,6,19,21,0.0
2025,6,19,22,0.0
2025,6,19,23,0.0
2025,6,20,0,0.0
2025,6,20,1,0.0
2025,6,20,2,0.0
2025,6,20,3,0.0
2025,6,20,4,0.0
2025,6,20,5,4.28
2025,6,20,6,72.3
2025,6,20,7,198.7
2025,6,20,8,370.9
2025,6,20,9,538.55
2025,6,20,10,702.55
2025,6,20,11,810.85
2025,6,20,12,817.5
2025,6,20,13,723.55
2025,6,20,14,686.4
2025,6,20,15,533.33
2025,6,20,16,353.88
2025,6,20,17,181.7
2025,6,20,18,59.85
2025,6,20,19,2.6
2025,6,20,20,0.0
2025,6,20,21,0.0
2025,6,20,22,0.0
2025,6,20,23,0.0
2025,6,21,0,0.0
2025,6,21,1,0.0
2025,6,21,2,0.0
2025,6,21,3,0.0
2025,6,21,4,0.0
2025,6,21,5,3.53
2025,6,21,6,59.08
2025,6,21,7,162.15
2025,6,21,8,314.27
2025,6,21,9,484.67
2025,6,21,10,621.22
2025,6,21,11,735.4
2025,6,21,12,793.42
2025,6,21,13,671.45
2025,6,21,14,659.25
2025,6,21,15,522.88
2025,6,21,16,352.17
2025,6,21,17,184.75
2025,6,21,18,61.12
2025,6,21,19,3.0
2025,6,21,20,0.0
2025,6,21,21,0.0
2025,6,21,22,0.0
2025,6,21,23,0.0
2025,6,22,0,0.0
2025,6,22,1,0.0
2025,6,22,2,0.0
2025,6,22,3,0.0
2025,6,22,4,0.0
2025,6,22,5,3.3
2025,6,22,6,55.35
2025,6,22,7,147.02
2025,6,22,8,331.45
2025,6,22,9,547.05
2025,6,22,10,697.25
2025,6,22,11,788.1
2025,6,22,12,742.88
2025,6,22,13,788.53
2025,6,22,14,664.25
2025,6,22,15,486.52
2025,6,22,16,327.77
2025,6,22,17,171.02
2025,6,22,18,59.6
2025,6,22,19,2.45
2025,6,22,20,0.0
2025,6,22,21,0.0
2025,6,22,22,0.0
2025,6,22,23,0.0
2025,6,23,0,0.0
2025,6,23,1,0.0
2025,6,23,2,0.0
2025,6,23,3,0.0
2025,6,23,4,0.0
2025,6,23,5,3.53
2025,6,23,6,62.5
2025,6,23,7,177.6
2025,6,23,8,326.55
2025,6,23,9,484.1
2025,6,23,10,629.47
2025,6,23,11,706.25
2025,6,23,12,759.65
2025,6,23,13,723.88
2025,6,23,14,631.4
2025,6,23,15,480.73
2025,6,23,16,298.8
2025,6,23,17,163.52
2025,6,23,18,61.45
2025,6,23,19,2.67
2025,6,23,20,0.0
2025,6,23,21,0.0
2025,6,23,22,0.0
2025,6,23,23,0.0
2025,6,24,0,0.0
2025,6,24,1,0.0
2025,6,24,2,0.0
2025,6,24,3,0.0
2025,6,24,4,0.0
2025,6,24,5,3.67
2025,6,24,6,65.38
2025,6,24,7,187.6
2025,6,24,8,339.45
2025,6,24,9,512.25
2025,6,24,10,700.78
2025,6,24,11,798.08
2025,6,24,12,851.05
2025,6,24,13,759.83
2025,6,24,14,671.53
2025,6,24,15,527.9
2025,6,24,16,368.33
2025,6,24,17,160.23
2025,6,24,18,52.4
2025,6,24,19,2.2
2025,6,24,20,0.0
2025,6,24,21,0.0
2025,6,24,22,0.0
2025,6,24,23,0.0
2025,6,25,0,0.0
2025,6,25,1,0.0
2025,6,25,2,0.0
2025,6,25,3,0.0
2025,6,25,4,0.0
2025,6,25,5,3.15
2025,6,25,6,57.12
2025,6,25,7,165.73
2025,6,25,8,318.1
2025,6,25,9,515.28
2025,6,25,10,659.72
2025,6,25,11,762.22
2025,6,25,12,811.17
2025,6,25,13,688.5
2025,6,25,14,688.42
2025,6,25,15,545.92
2025,6,25,16,340.12
2025,6,25,17,174.32
2025,6,25,18,59.42
2025,6,25,19,2.62
2025,6,25,20,0.0
2025,6,25,21,0.0
2025,6,25,22,0.0
2025,6,25,23,0.0
2025,6,26,0,0.0
2025,6,26,1,0.0
2025,6,26,2,0.0
2025,6,26,3,0.0
2025,6,26,4,0.0
2025,6,26,5,3.3
2025,6,26,6,59.17
2025,6,26,7,169.48
2025,6,26,8,301.77
2025,6,26,9,475.8
2025,6,26,10,628.4
2025,6,26,11,713.6
2025,6,26,12,736.55
2025,6,26,13,694.03
2025,6,26,14,568.53
2025,6,26,15,436.88
2025,6,26,16,265.1
2025,6,26,17,130.15
2025,6,26,18,47.8
2025,6,26,19,0.88
2025,6,26,20,0.0
2025,6,26,21,0.0
2025,6,26,22,0.0
2025,6,26,23,0.0
2025,6,27,0,0.0
2025,6,27,1,0.0
2025,6,27,2,0.0
2025,6,27,3,0.0
2025,6,27,4,0.0
2025,6,27,5,1.58
2025,6,27,6,30.48
2025,6,27,7,82.03
2025,6,27,8,149.45
2025,6,27,9,266.5
2025,6,27,10,408.25
2025,6,27,11,503.35
2025,6,27,12,746.35
2025,6,27,13,658.6
2025,6,27,14,607.65
2025,6,27,15,504.4
2025,6,27,16,325.08
2025,6,27,17,163.18
2025,6,27,18,63.95
2025,6,27,19,2.17
2025,6,27,20,0.0
2025,6,27,21,0.0
2025,6,27,22,0.0
2025,6,27,23,0.0
2025,6,28,0,0.0
2025,6,28,1,0.0
2025,6,28,2,0.0
2025,6,28,3,0.0
2025,6,28,4,0.0
2025,6,28,5,3.6
2025,6,28,6,72.93
2025,6,28,7,203.85
2025,6,28,8,378.23
2025,6,28,9,575.2
2025,6,28,10,715.38
2025,6,28,11,845.8
2025,6,28,12,878.22
2025,6,28,13,854.5
2025,6,28,14,663.83
2025,6,28,15,591.78
2025,6,28,16,414.6
2025,6,28,17,228.85
2025,6,28,18,78.32
2025,6,28,19,3.45
2025,6,28,20,0.0
2025,6,28,21,0.0
2025,6,28,22,0.0
2025,6,28,23,0.0
2025,6,29,0,0.0
2025,6,29,1,0.0
2025,6,29,2,0.0
2025,6,29,3,0.0
2025,6,29,4,0.0
2025,6,29,5,3.4
2025,6,29,6,73.4
2025,6,29,7,226.27
2025,6,29,8,433.25
2025,6,29,9,613.67
2025,6,29,10,751.4
2025,6,29,11,842.1
2025,6,29,12,869.03
2025,6,29,13,671.35
2025,6,29,14,697.28
2025,6,29,15,547.3
2025,6,29,16,376.98
2025,6,29,17,197.93
2025,6,29,18,67.15
2025,6,29,19,3.15
2025,6,29,20,0.0
2025,6,29,21,0.0
2025,6,29,22,0.0
2025,6,29,23,0.0
2025,6,30,0,0.0
2025,6,30,1,0.0
2025,6,30,2,0.0
2025,6,30,3,0.0
2025,6,30,4,0.0
2025,6,30,5,3.4
2025,6,30,6,71.68
2025,6,30,7,212.38
2025,6,30,8,392.95
2025,6,30,9,578.15
2025,6,30,10,725.5
2025,6,30,11,820.25
2025,6,30,12,827.9
2025,6,30,13,684.33
2025,6,30,14,694.6
2025,6,30,15,547.38
2025,6,30,16,386.92
2025,6,30,17,188.25
2025,6,30,18,61.78
2025,6,30,19,2.83
2025,6,30,20,0.0
2025,6,30,21,0.0
2025,6,30,22,0.0
2025,6,30,23,0.0
